62	R(R(^(^(#)),#,^(^(0))),0,^(^(^(^(^(0))))))
63	R(R(^(^(#)),#,^(0)),0,^(^(^(^(^(^(0)))))))
64	R(R(^(^(^(^(#)))),#,0),^(0),^(^(^(0))))
65	^(R(R(^(^(^(^(#)))),#,0),^(0),^(^(^(0)))))
66	R(R(^(^(^(#))),#,^(^(^(0)))),^(0),^(^(^(0))))
67	R(R(^(^(^(#))),#,^(0)),^(^(0)),^(^(^(0))))
68	^(R(R(^(^(^(#))),#,^(0)),^(^(0)),^(^(^(0)))))
69	R(R(^(^(^(^(#)))),#,^(0)),^(^(^(^(0)))),^(^(0)))
70	^(R(R(^(^(^(^(#)))),#,^(0)),^(^(^(^(0)))),^(^(0))))
71	^(^(R(R(^(^(^(^(#)))),#,^(0)),^(^(^(^(0)))),^(^(0)))))
72	R(R(^(^(^(^(^(^(#)))))),#,0),^(^(0)),^(^(0)))
73	^(R(R(^(^(^(^(^(^(#)))))),#,0),^(^(0)),^(^(0))))
74	R(R(^(^(^(^(#)))),#,^(^(0))),^(^(^(^(0)))),^(^(0)))
75	R(R(^(^(^(^(^(#))))),#,0),^(^(^(0))),^(^(0)))
76	R(R(^(^(#)),#,^(^(^(^(0))))),^(0),^(^(^(^(0)))))
77	R(R(^(^(#)),#,^(^(^(0)))),^(^(0)),^(^(^(^(0)))))
78	R(R(^(^(#)),#,^(^(0))),^(^(^(0))),^(^(^(^(0)))))
79	R(R(^(^(#)),#,^(0)),^(^(^(^(0)))),^(^(^(^(0)))))
80	R(R(^(^(^(#))),#,^(^(0))),0,^(^(^(^(0)))))
81	R(R(^(^(^(#))),#,0),^(0),^(^(^(^(0)))))
82	^(R(R(^(^(^(#))),#,0),^(0),^(^(^(^(0))))))
83	^(^(R(R(^(^(^(#))),#,0),^(0),^(^(^(^(0)))))))
84	R(R(^(^(^(^(#)))),#,^(^(^(^(0))))),0,^(^(^(0))))
85	R(R(^(^(^(^(#)))),#,^(0)),0,^(^(^(^(0)))))
86	^(R(R(^(^(^(^(#)))),#,^(0)),0,^(^(^(^(0))))))
87	^(^(R(R(^(^(^(^(#)))),#,^(0)),0,^(^(^(^(0)))))))
88	^(^(^(R(R(^(^(^(^(#)))),#,^(0)),0,^(^(^(^(0))))))))
89	^(^(^(^(R(R(^(^(^(^(#)))),#,^(0)),0,^(^(^(^(0)))))))))
90	R(R(^(^(#)),#,^(^(^(^(^(^(0))))))),0,^(^(^(^(0)))))
91	R(^(R(R(^(^(^(#))),#,0),^(^(0)),#)),0,^(^(^(0))))
92	R(R(^(^(#)),#,^(^(^(^(0))))),^(^(0)),^(^(^(^(0)))))
93	R(R(^(^(#)),#,^(^(^(0)))),0,^(^(^(^(^(0))))))
94	R(R(^(^(#)),#,^(^(0))),^(0),^(^(^(^(^(0))))))
95	R(R(^(^(#)),#,^(0)),^(^(0)),^(^(^(^(^(0))))))
96	R(R(^(^(#)),#,0),^(^(^(0))),^(^(^(^(^(0))))))
97	^(R(R(^(^(#)),#,0),^(^(^(0))),^(^(^(^(^(0)))))))
98	R(R(^(^(^(^(^(^(^(#))))))),#,0),^(^(0)),^(^(0)))
99	^(R(R(^(^(^(^(^(^(^(#))))))),#,0),^(^(0)),^(^(0))))
100	R(R(^(^(^(^(^(#))))),#,0),^(^(^(^(0)))),^(^(0)))
101	^(R(R(^(^(^(^(^(#))))),#,0),^(^(^(^(0)))),^(^(0))))
102	R(^(R(R(^(^(^(^(#)))),#,^(0)),^(^(0)),#)),0,^(^(0)))
103	^(R(^(R(R(^(^(^(^(#)))),#,^(0)),^(^(0)),#)),0,^(^(0))))
104	R(R(^(^(^(#))),#,^(^(^(^(^(^(^(^(0))))))))),0,^(^(^(0))))
105	R(R(^(^(^(^(#)))),#,^(^(^(^(^(0)))))),0,^(^(^(0))))
106	R(R(^(^(^(^(#)))),#,^(^(0))),^(0),^(^(^(0))))
107	R(R(^(^(^(#))),#,^(^(0))),^(^(^(0))),^(^(^(0))))
108	R(R(^(^(^(#))),#,0),^(^(^(^(0)))),^(^(^(0))))
109	^(R(R(^(^(^(#))),#,0),^(^(^(^(0)))),^(^(^(0)))))
110	^(^(R(R(^(^(^(#))),#,0),^(^(^(^(0)))),^(^(^(0))))))
111	R(R(^(^(#)),#,^(0)),^(^(^(^(^(^(0)))))),^(^(^(^(0)))))
112	R(R(^(^(#)),#,0),^(^(^(^(^(^(^(0))))))),^(^(^(^(0)))))
113	^(R(R(^(^(#)),#,0),^(^(^(^(^(^(^(0))))))),^(^(^(^(0))))))
114	R(R(^(^(^(^(^(^(^(#))))))),#,^(^(0))),0,^(^(^(0))))
115	R(R(^(^(^(^(^(^(#)))))),#,^(0)),^(^(^(0))),^(^(0)))
116	^(R(R(^(^(^(^(^(^(#)))))),#,^(0)),^(^(^(0))),^(^(0))))
117	R(R(^(^(^(^(#)))),#,^(0)),^(^(^(^(^(^(^(0))))))),^(^(0)))
118	R(R(^(^(^(#))),#,^(^(^(^(^(^(^(0)))))))),^(0),^(^(^(0))))
119	R(R(^(^(^(#))),#,^(^(^(^(^(0)))))),^(^(0)),^(^(^(0))))
120	R(R(^(^(^(#))),#,^(^(^(0)))),0,^(^(^(^(0)))))
121	R(R(^(^(^(#))),#,^(0)),0,^(^(^(^(^(0))))))
122	^(R(R(^(^(^(#))),#,^(0)),0,^(^(^(^(^(0)))))))
123	^(^(R(R(^(^(^(#))),#,^(0)),0,^(^(^(^(^(0))))))))
124	R(R(^(^(#)),#,^(^(^(^(0))))),0,^(^(^(^(^(0))))))
125	R(R(^(^(^(^(^(#))))),#,0),^(0),^(^(^(0))))
126	R(R(^(^(#)),#,^(^(0))),0,^(^(^(^(^(^(0)))))))
127	R(R(^(^(#)),#,^(0)),0,^(^(^(^(^(^(^(0))))))))
128	R(R(^(^(^(^(#)))),#,0),^(^(0)),^(^(^(0))))
129	^(R(R(^(^(^(^(#)))),#,0),^(^(0)),^(^(^(0)))))
130	^(^(R(R(^(^(^(^(#)))),#,0),^(^(0)),^(^(^(0))))))
131	^(^(^(R(R(^(^(^(^(#)))),#,0),^(^(0)),^(^(^(0)))))))
132	R(^(^(^(^(R(R(^(^(#)),#,0),#,^(^(0))))))),0,^(^(0)))
133	R(R(^(^(^(#))),#,^(^(^(^(0))))),^(^(^(0))),^(^(^(0))))
134	R(R(^(^(^(#))),#,^(^(0))),^(^(^(^(0)))),^(^(^(0))))
135	R(R(^(^(^(#))),#,0),^(^(^(^(^(0))))),^(^(^(0))))
136	^(R(R(^(^(^(#))),#,0),^(^(^(^(^(0))))),^(^(^(0)))))
137	R(^(R(R(^(^(#)),#,0),^(^(^(0))),#)),^(^(0)),^(^(0)))
